doc_id	page_range	title	date_text	doc_type	languages	from_person	to_person	places	persons	description_he	description_de	description_en	is_heimat_relevant	heimat_rationale	notes
0047-2-D27	104-105	מכתב ממזכירת ויצמן, ירושלים 1929 — החלמת ויצמן; מקס וארבורג בארץ	1929-04	letter	en	[Janet Liebermann?]	Leonie Landsberg	Jerusalem; Cannes; London; Paris	Chaim Weizmann; Michael; Max Warburg; Alfred Landsberg	מכתב מירושלים, אפריל 1929: מכתבה מה-5 בחודש הועבר אליה לכאן; השתתפות עמוקה בצערם של בני הזוג לנדסברג; ויצמן הבריא מאוד — הכותבת ומיכאל הצטרפו אליו ואל רעייתו בקאן, והוא נהנה מן הביקור בפלשתינה וממפגש עם אמו; מקס וארבורג ומשפחתו מתרשמים מההתקדמות המדהימה בארבע השנים האחרונות; יציאה בסביבות ה-9, לונדון בסביבות ה-18; האם יגיע ד"ר לנדסברג לישיבת הוועד הפועל בלונדון ב-19 במאי?	Brief aus Jerusalem, April 1929: ihr Brief vom 5. wurde hierher nachgesandt; tiefes Mitgefühl für die Landsbergs; Weizmann geht es viel besser — die Schreiberin und Michael stießen in Cannes zu den Weizmanns, und er genoss die Palästina-Reise und das Wiedersehen mit seiner Mutter; Max Warburg und Familie sind beeindruckt vom erstaunlichen Fortschritt der letzten vier Jahre; Abreise um den 9., London um den 18.; kommt Dr. Landsberg zur A.C.-Sitzung in London am 19. Mai?	Letter from Jerusalem, April 1929: her letter of the 5th was forwarded here; deep sympathy for the Landsbergs' trouble; Weizmann is much better — the writer and Michael joined the Weizmanns in Cannes, and he enjoyed the Palestine trip and seeing his mother; Max Warburg and family are impressed by the astonishing progress of the past four years; leaving about the 9th, London about the 18th; will Dr. Landsberg come to the Actions Committee meeting in London on 19 May?	false	Pre-1933 Zionist-circle correspondence.	Sheet order jumbled in the scan (page 2 photographed above page 1 on p.104). Signed "Yours affectionately".
0047-2-D28	106-107	מכתב מהמשרד המרכזי של ההסתדרות הציונית, לונדון	1930-05-19	letter	en	Private Secretary to Dr. Weizmann (Zionist Organisation Central Office)	Dr. Alfred Landsberg (Wiesbaden)	London (77 Great Russell St.); Wiesbaden	Chaim Weizmann; Alfred Landsberg	מכתב מהמשרד המרכזי בלונדון אל ד"ר לנדסברג בוויסבאדן: ד"ר ויצמן רצה לכתוב אך כורע תחת עומס ונאלץ לדחות; בינתיים שולחת המזכירה העתק מכתב שכתב, שייתן לו מושג על המצב, בבקשה לנהוג בו בסודיות גמורה.	Brief des Londoner Zentralbüros an Dr. Landsberg in Wiesbaden: Dr. Weizmann wollte selbst schreiben, ist aber so überlastet, dass er es verschieben muss; einstweilen übersendet die Sekretärin die Kopie eines von ihm geschriebenen Briefes, streng vertraulich zu behandeln, bis er selbst schreiben und ergänzen kann.	Letter from the London Central Office to Dr. Landsberg in Wiesbaden: Dr. Weizmann wished to write but is so overburdened that he must postpone; meanwhile the secretary sends a copy of a letter he has written, to be treated as very confidential, until he can write and supplement it himself.	false	Pre-1933 Zionist organizational correspondence.	p.107 blank.
0047-2-D29	108-118	קטעי מכתבים ומעטפות — מזכירות ויצמן, לונדון	n.d. [c.1930-31]	letter	en	[Janet Liebermann?]	Leonie & Alfred Landsberg	London; Zurich; Wiesbaden	Chaim Weizmann; Dr. & Mrs. Kahn	צילומים חלקיים של מכתב אישי אחד או שניים ממזכירתו של ויצמן: תודה על איחולים; תקווה שד"ר ויצמן יתחזק בקרוב — "בציריך, זה יהיה נהדר"; מעטפה מלונדון; וקטע ובו: "ארוסי עובד במשרד ממשלתי כאן בלונדון... מה שלומכם בוויסבאדן? דרישות שלום לד"ר קאהן ורעייתו".	Teilfotokopien eines oder zweier persönlicher Briefe von Weizmanns Sekretärin: Dank für gute Wünsche; Hoffnung, dass Dr. Weizmann bald kräftiger ist — "in Zürich, das wäre herrlich"; ein Londoner Umschlag; und ein Fragment: "Mein Verlobter arbeitet in einem Regierungsbüro hier in London... Wie geht es Ihnen in Wiesbaden? Grüße an Dr. und Mrs. Kahn."	Partial photocopies of one or two personal letters from Weizmann's secretary: thanks for good wishes; hope Dr. Weizmann will soon be stronger — "in Zurich. That would be lovely"; a London envelope; and a fragment: "My fiancé is in a Government Office here in London... How are things with you in Wiesbaden? My regards to Dr. and Mrs. Kahn."	false	Pre-1933 personal correspondence.	pp.109, 111, 113-115, 117-118 blank/versos; envelope "London W1, No. 756" on p.112.
0047-2-D30	119-122	פריט מנחום גולדמן, פריז — מכתב ומעטפה	n.d.	letter	de	Nahum Goldmann	Leonie Frank	Paris (12 Av. Montaigne)	Nahum Goldmann; Leonie Frank	נייר מכתבים אישי "נחום גולדמן, שד' מונטן 12, פריז", מעטפת אוויר ופתק ארכיוני "מנחום גולדמן"; גוף המכתב לא נקלט בפענוח.	Persönlicher Briefbogen "Nahum Goldmann, 12 Av. Montaigne, Paris", Luftpostumschlag und Archivnotiz "von Nahum Goldmann"; der Brieftext selbst wurde vom HTR nicht erfasst.	Personal letterhead "Nahum Goldmann, 12 Av. Montaigne, Paris", airmail envelope and archival note "von Nahum Goldmann"; the letter text itself was not captured by the HTR.	false	Content undetermined; register lists it as an undated German letter to Leoni Frank.	NEEDS human transcription (p.122 illegible).
0047-2-D31	123-127	מכתב מאריה מההכשרה ברמת יוחנן — בחדר אחד עם בנות לאוני	1943-02(?) (register: 1942)	letter	de	Arie [surname unknown]	Leonie Landsberg-Frank	Ramat Yochanan; Haifa; Carmel; Kfar Shmaryahu	Arie; Chawa (daughter); second daughter (name garbled)	מכתב הומוריסטי מן ההכשרה ברמת יוחנן: הכותב חולק חדר עם שתי בנותיה של לאוני ומתאר בחיות את שגרת החדר, שבת משותפת וטיול בחיפה ובכרמל, את עבודתו בנגרייה — בבניית מכונת מיון תפוחי אדמה לפי תצלום מפרוספקט אמריקאי — כאבי ראש ומגפת שפעת שחלפה, ואת היעדר חיי התרבות; געגועים לכפר שמריהו ודרישות שלום לבעלה.	Humorvoller Brief aus der Hachschara Ramat Yochanan: der Schreiber teilt das Zimmer mit Leonies beiden Töchtern und schildert lebhaft den Zimmeralltag, einen gemeinsamen Schabbat mit Ausflug nach Haifa und auf den Karmel, seine Arbeit in der Tischlerei — Bau einer Kartoffelsortiermaschine nach dem Foto eines amerikanischen Prospekts —, Kopfschmerzen und die überstandene Grippeepidemie sowie das fehlende Kulturleben; Erinnerungen an Kfar Shmaryahu und Grüße an ihren Mann.	Humorous letter from the Ramat Yochanan hachshara: the writer shares a room with Leonie's two daughters and vividly describes room life, a shared Shabbat with an outing to Haifa and the Carmel, his work in the carpentry shop — building a potato-sorting machine after a photo in an American prospectus — headaches and the passed flu epidemic, and the missing cultural life; memories of Kfar Shmaryahu and greetings to her husband.	false	Palestine-internal hachshara life; no German/Heimat content.	Register: letter from Arie, 1942, from the hachshara at Ramat Yochanan together with Leoni's daughters; date line read "d. 3?.II/1943" — discrepancy noted. Daughter "Chawa" legible; second name garbled ("Sea"/"Ja"). p.127 blank.
0047-2-D32	128-132	מכתב מאינה בריטשגי-שימר, ירושלים — תודה ליום ההולדת; עבודת הסקר	1940-10-01	letter	de	Ina Britschgi-Schimmer	Leonie Landsberg-Frank	Jerusalem; Zichron Yaakov; Shfeya; Carmel	Ina Britschgi-Schimmer; Dora Schwarz	מכתב מירושלים, 1.10.1940: לאוני היא היחידה כאן הזוכרת את יום הולדתה — תודה על המתנה, "מותרות נדירים לימים אלה"; שמחה על החלמתה של לאוני אצל דורה שוורץ; שאלות על זכרון יעקב וכפר הילדים שפיה; איסוף החומר לסקר (Enquete) שלה כמעט הושלם והיא תשושה וממתינה לשלושת החגים; מבקשת כמה שורות על מצבה הגופני והנפשי של לאוני; איחולי השנה החדשה — "הגאולה מן הרעה".	Brief aus Jerusalem, 1.10.1940: Leonie ist der einzige Mensch hier, der an ihren Geburtstag denkt — Dank für das Geschenk, "ein seltener Luxus für diese Tage"; Freude über Leonies Erholung bei Dora Schwarz; Fragen nach Sichron und dem Kinderdorf Schfeya; die Materialsammlung für ihre Enquete ist fast fertig, sie ist müde und wartet auf die drei Feiertage; sie bittet um ein paar Zeilen über Leonies physisches und psychisches Befinden; Neujahrswunsch: "die Erlösung von dem Übel".	Letter from Jerusalem, 1 October 1940: Leonie is the only person here who remembers her birthday — thanks for the gift, "a rare luxury for these days"; joy at Leonie's recovery at Dora Schwarz's; questions about Zichron and the Shfeya children's village; the material for her survey (Enquete) is nearly complete, she is exhausted and awaits the three consecutive holidays; asks for a few lines on Leonie's physical and mental state; New Year wish: "deliverance from the evil".	false	Palestine-internal friendship letter (wartime Jerusalem); no Heimat discourse.	Register spells "Ina Prutschgi-Schimmer"; signature reads Britschgi-Schimmer (the sociologist Ina Britschgi-Schimmer). pp.130-132 envelope(?)/blanks.
0047-2-D33	133-141	מכתב מד"ר מ. שנקר — "אולי בכל זאת תשובי פעם לוויסבאדן?"	1961-11-16	letter	de	Dr. M. Schenker	Leonie Frank (Tel Aviv)	Geneva(?); England; London; Ticino; Wiesbaden; Tel Aviv (105 Achad Haam St.)	Dr. M. Schenker; Leonie Frank	מכתב ארוך מד"ר מ. שנקר, 9 Crêts de Champel, ז'נבה, 16 בנובמבר 1961, אל לאוני פרנק, רחוב אחד העם 105, תל אביב, ולצדו מעטפה ושני פתקים קטנים מתוארכים ("ד"ר מ. שנקר, 10.11.1961" ו"16.11.1961" עם קודים דמויי סימון ארכיוני — כנראה פתקי רישום; הקריאה אינה ודאית). במכתב בכתב יד על כמה עמודים הוא מתנצל על שתיקתו הארוכה: הוא שהה לרוב באנגליה כדי להכיר את הארץ, את אנשיה ואת השפה, וכעת שב לעיר הולדתו לחורף; הוא מספר על דאגותיו לבנו הצעיר — שהיה לאחרונה שוב זמן קצר במוסד פסיכיאטרי וכעת נחוש להינשא לפועלת מפעל, בכפוף לאישור הרופאים והאפוטרופוס — ולבנו הבכור, צייר השוהה כעת בפריז ומתגורר בדרך כלל אצל ציירת בווינה; הוא עצמו אינו חש בודד: מילא חודש שלם מקומו של מורה בבית הספר התיכון לבנות, מתגורר וסועד אצל משפחה מיודדת, הביא סוף סוף את רהיטיו ואת ספרייתו, שב ללמד שיעורים פרטיים, מבקר בהרצאות אוניברסיטאיות על ספרות אנגלית ואיטלקית, ובערב הוא הולך להרצאת שקופיות בגרמנית על ימת בודן; הוא ממשיך לרקום תוכניות נסיעה ונמשך אל טיצ'ינו האהובה עליו ואל איטליה. הוא מגיב על מעברה אל העיר ועל השכרת ביתה — אין לה עוד בית משלה, אך תל אביב מציעה שפע תרבותי והיא מתגוררת עתה קרוב יותר לילדיה; הוא נזכר "בימי החופשה היפים שביליתי בקרבתך בוויסבאדן" ושואל: "אולי בכל זאת תשובי פעם לוויסבאדן? מי יודע!". עמוד אחרון נושא רישום שכמעט אינו קריא ("וינה 1925 ... לאונרד שטיין" — הקריאה אינה ודאית).	Langer Brief von Dr. M. Schenker, 9 Crêts de Champel, Genf, 16. November 1961, an Leonie Frank, Achad-Haam-Str. 105, Tel Aviv, mit Umschlag und zwei kleinen datierten Zetteln ("Dr. M. Schenker, 10.11.1961" bzw. "16.11.1961" mit signaturartigen Codes — offenbar Registratur-Notizen; Lesung unsicher). Im mehrseitigen handschriftlichen Brief entschuldigt er sein langes Schweigen: er hat sich meist in England aufgehalten, um Land, Leute und Sprache kennen zu lernen, und ist nun für den Winter in seine Heimatstadt zurückgekehrt; er berichtet von den Sorgen um den jüngeren Sohn — kürzlich wieder kurz in einer psychiatrischen Heilanstalt, jetzt entschlossen, eine Fabrikarbeiterin zu heiraten, sofern Ärzte und Vormund die Erlaubnis erteilen — und um den älteren, einen Maler, derzeit in Paris, der gewöhnlich bei einer Kunstmalerin in Wien wohnt; er selbst fühlt sich nicht einsam: er hat einen Monat lang an der Höheren Töchterschule vertreten, wohnt mit Beköstigung bei einer befreundeten Familie, hat endlich Möbel und Bücherei nachgeholt, erteilt wieder Privatunterricht, besucht Universitätsvorlesungen über englische und italienische Literatur und geht am Abend zu einem deutschsprachigen Lichtbildervortrag über den Bodensee; Reisepläne schmiedet er weiterhin und fühlt sich zum geliebten Tessin und nach Italien hingezogen. Er kommentiert ihren Umzug in die Stadt und die Vermietung ihres Hauses — kein eigenes Heim mehr, doch biete Tel Aviv kulturell viel und wohne sie nun näher bei ihren Kindern; er erinnert sich "an die schönen Ferientage, die ich in Ihrer Nähe in Wiesbaden verlebt habe" und fragt: "Vielleicht kehren Sie doch mal wieder nach Wiesbaden zurück? Wer weiß!". Eine letzte Seite trägt eine kaum lesbare Notiz ("Wien 1925 ... Leonard Stein" — Lesung unsicher).	Long letter from Dr. M. Schenker, 9 Crêts de Champel, Geneva, 16 November 1961, to Leonie Frank, 105 Ahad Ha'am St., Tel Aviv, with the envelope and two small dated slips ("Dr. M. Schenker, 10.11.1961" and "16.11.1961" with shelfmark-like codes — apparently registry notes; reading uncertain). In the multi-page handwritten letter he apologizes for his long silence: he has mostly been staying in England to get to know the country, its people and its language, and has now returned to his home town for the winter; he reports his worries about his younger son — recently again briefly in a psychiatric hospital, now determined to marry a factory worker, subject to the permission of the doctors and his guardian — and about the elder son, a painter currently in Paris who usually lives with a woman painter in Vienna; he himself does not feel lonely: he substituted for a month at the girls' high school, lodges and boards with a friendly family, has at last brought over his furniture and library, gives private lessons again, attends university lectures on English and Italian literature, and is going that evening to a German-language slide lecture on Lake Constance; he still makes travel plans and feels drawn to his beloved Ticino and to Italy. He comments on her move into town and the renting out of her house — no home of her own any more, though Tel Aviv offers much culturally and she now lives closer to her children; he recalls "the lovely holiday days I spent near you in Wiesbaden" and asks: "Perhaps you will return to Wiesbaden again after all? Who knows!". A final page carries a barely legible jotting ("Wien 1925 ... Leonard Stein" — reading uncertain).	true	Explicit discourse on Leonie's Wiesbaden years and the open question of her returning there — direct engagement with her post-war German home-town axis.	Envelope pp.133-135 to Madame Leonie Frank, 105 Achad Haam St., Tel Aviv; cover note dated 10.11.1961. Register says "from England"; the letter is written after his return home. pp.136, 141 blank.
0047-2-D34	142-147	גלוית ברכה מהקונגרס הציוני הי"ד, וינה 1925	1925-08	postcard	de	[Leonard Stein per register]	Dr. Alfred Landsberg (Wiesbaden)	Vienna (Konzerthaus); Wiesbaden	Leonard Stein(?); Alfred Landsberg	גלויה מצולמת: תמונת בית הקונצרטים בווינה והכיתוב "ברכות מהקונגרס הציוני הארבעה-עשר, וינה, אוגוסט 1925"; צד הכתובת — "אל עו"ד ד"ר א. לנדסברג, ויסבאדן, פרקשטראסה"; חתימת השולח לא נקלטה.	Fotografierte Postkarte: Ansicht des Wiener Konzerthauses mit Aufdruck "Grüsse vom XIV. Zionistenkongress, Wien, August 1925"; Adressseite "Herrn R.A. Dr. A. Landsberg, in Wiesbaden, Parkstr."; die Unterschrift des Absenders wurde nicht erfasst.	Photographed postcard: view of the Vienna Konzerthaus with the imprint "Greetings from the XIV Zionist Congress, Vienna, August 1925"; address side "Herrn R.A. Dr. A. Landsberg, in Wiesbaden, Parkstr."; the sender's signature was not captured.	false	Pre-1933 Zionist congress ephemera.	Register attributes the card to Leonard Stein and also lists a 1930 Hans Kohn thank-you card not identifiable in this OCR. pp.144, 146-147 blank.
0047-2-D35	148-149	מכתב אל גב' לנדסברג — על המהדורה המקוצרת של ספרו	24.02.[19]31(?)	letter	de	unidentified	Leonie Landsberg	[Wiesbaden area?]	D. Hermann(?); Alfred Landsberg	מכתב בכתב יד: הכותב קרא את המכתב ומסכים עם דעתו של "ד. הרמן" על המהדורה המקוצרת של ספרו, אך כדי לפסוק סופית עליו לקרוא את הספר שוב ביסודיות; מזמין אותה ואת ד"ר לנדסברג אליו ומציע את יום שישי הקרוב.	Handschriftlicher Brief: der Schreiber hat den Brief gelesen und glaubt, dass "D. Hermanns" Meinung bezüglich der gekürzten Ausgabe seines Buches richtig ist; für ein endgültiges Urteil müsste er das Buch nochmals gründlich lesen; er bittet sie und Dr. Landsberg zu sich und schlägt den nächsten Freitag vor.	Handwritten letter: the writer has read the letter and believes "D. Hermann's" opinion on the abridged edition of his book is right; for a final judgment he would have to reread the book thoroughly; he asks her and Dr. Landsberg to come over and suggests next Friday.	false	Pre-1933(?) literary-social correspondence; author and context unidentified.	Signature and parts of the date garbled in HTR — NEEDS human transcription. p.149 blank.
0047-2-D36	150-152	מכתב על נייר המרכז לתרבות של ההסתדרות — כנראה יעקב סנדבנק	[1936 per register]	letter	de, he	[Jakob Sandbank per register]	Leonie Frank	Tel Aviv	Jakob Sandbank(?)	מכתב על נייר המרכז לתרבות של ההסתדרות הכללית (תל אביב, ת"ד 303, צד עברי וצד אנגלי); הטקסט בכתב יד לא נקלט בפענוח. לפי כרטיס הרישום — מכתב בגרמנית ללאוני מאת יעקב סנדבנק משנת 1936.	Brief auf Papier der Kulturzentrale der Histadrut (Tel Aviv, P.O.B. 303, hebräische und englische Seite); der handschriftliche Text wurde vom HTR nicht erfasst. Laut Registerkarte: deutscher Brief an Leoni von Jakob Sandbank, 1936.	Letter on Histadrut Cultural Department letterhead (Tel Aviv, P.O.B. 303, Hebrew and English sides); the handwritten text was not captured by OCR/HTR. Per the register card: a German letter to Leoni from Jakob Sandbank, 1936.	false	Palestine-internal (Histadrut cultural apparatus).	NEEDS human transcription. p.152 blank.
0047-2-D37	153-154	מכתב מוכתב מגרמניה אל לאוני — כנראה אלזה פילס	n.d. [c.1961]	letter	de	[Else Fils per register]	Leonie Frank	Germany; South America; Tel Aviv	Else Fils(?); Brigitte; Frau Oppenheim	מכתב מודפס מוכתב מ-11 באוגוסט 1961 אל לאוני פרנק, בחתימת אלזה פילס (כך על פי הרישום; השם המודפס משובש בפענוח), שנרשם בידי בתה ברגיטה משום שהכותבת כמעט עיוורת. היא מספרת שכיב זעיר וממאיר בעפעף התחתון חייב ניתוח מיידי והחלים מצוין, ומוסיפה את האנקדוטה שהשוער במרפאה לא ידע אם לשלוח אותה למחלקת העיניים או את ברגיטה למחלקת היולדות — באוקטובר תהיה סבתא רבתא בפעם הרביעית. היא מתארת את הפגישה המחודשת הנהדרת עם בנה החי בדרום אמריקה, שנשאר הבחור הפשוט ובעל ההומור שהיה; בתו סיימה בגרות בבית ספר גרמני בגיל שבע-עשרה — כנראה מוכשרת מאוד אך חיה רק בשביל ספריה, בסכנה להפוך ל"גרב כחולה" — ואילו הבן עליז ופתוח, וכבר ניחן בטמפרמנט הדרום-אמריקאי; בעת ביקורו של הבן שרר מזג אוויר קר להחריד, חורף מתון במקום הקיץ היפה שקיווה לו. היא מגיבה על מעברה של לאוני אל העיר, שואלת אם יש לה טלוויזיה (לה עצמה אוסרות זאת עיניה), מצטערת שזה זמן רב לא טלפנה לגברת אופנהיים, ומציינת שהיא עוקבת אחר הפוליטיקה דרך הרדיו, כפי שלאוני ודאי עושה דרך העיתונים הגרמניים; היא חותמת בדרישות שלום ממנה ומ"רושמת המכתב" ובציפייה לביקורה הבא של לאוני: "אשמח אם תבואי הנה שוב בשנה הבאה — הרי יהיה לנו אז כל כך הרבה מה לספר זו לזו".	Diktierter Maschinenbrief vom 11. August 1961 an Leonie Frank, gezeichnet Else Fils (so das Register; der getippte Name ist im OCR entstellt), niedergeschrieben von der Tochter Brigitte, da die Schreiberin fast erblindet ist. Sie berichtet, dass ein winziges bösartiges Geschwür am unteren Augenlid sofort operiert werden musste und ausgezeichnet verheilt ist, mit der Anekdote, dass der Pförtner der Klinik nicht wusste, ob er sie in die Augenabteilung oder Brigitte in die Entbindungsabteilung schicken sollte — im Oktober wird sie zum vierten Mal Urgroßmutter. Sie schildert das herrliche Wiedersehen mit ihrem in Südamerika lebenden Sohn, der der alte unkomplizierte, humorvolle Junge geblieben ist; dessen Tochter machte mit siebzehn an einer deutschen Schule Abitur — offenbar sehr begabt, aber nur ihren Büchern lebend, in Gefahr, ein "Blaustrumpf" zu werden —, während der Junge fröhlich und aufgeschlossen ist und schon das Temperament der Südamerikaner hat; während des Besuchs herrschte schrecklich kaltes Wetter, ein milder Winter statt des erhofften schönen Sommers. Sie kommentiert Leonies Umzug in die Stadt, fragt, ob sie einen Fernseher habe (ihr selbst verbieten es die Augen), bedauert, Frau Oppenheim lange nicht angerufen zu haben, und bemerkt, dass sie die Politik über das Radio verfolgt, wie Leonie wohl über deutsche Zeitungen; sie schließt mit Grüßen von sich und von "der Schreiberin" und mit der Erwartung von Leonies nächstem Besuch: "Ich freue mich, wenn Sie im nächsten Jahre wieder herkommen — wir haben uns ja dann so viel zu erzählen".	Dictated typed letter of 11 August 1961 to Leonie Frank, signed Else Fils (so the register; the typed name is garbled in the OCR), taken down by her daughter Brigitte because the writer is nearly blind. She reports that a tiny malignant growth on her lower eyelid had to be operated on at once and has healed excellently, adding the anecdote that the clinic porter did not know whether to send her to the eye department or Brigitte to the maternity ward — in October she will become a great-grandmother for the fourth time. She describes the wonderful reunion with her son, who lives in South America and has remained the uncomplicated, humorous boy of old; his daughter took her Abitur at a German school at seventeen — apparently very gifted but living only for her books, in danger of becoming a "bluestocking" — while the boy is cheerful and open, already with a South American temperament; during the son's visit the weather was dreadfully cold, a mild winter instead of the fine summer he had hoped for. She comments on Leonie's move into town, asks whether she has a television (her own eyes forbid her one), regrets not having phoned Frau Oppenheim for a long time, and notes that she follows politics by radio, as Leonie surely does through German newspapers; she closes with greetings from herself and from "the writer", looking forward to Leonie's next visit: "I shall be glad if you come here again next year — we shall then have so much to tell each other".	true	Post-war letter from a German correspondent that presumes and anticipates Leonie's recurring visits to Germany ("wenn Sie im nächsten Jahre wieder herkommen") — ongoing contact with her German home-town circle.	Signature not captured; attribution to Else Fils (1961) from the register card. "Wie schön, daß Sie jetzt mal in der Stadt leben können" dates it after Leonie's 1961 move to Tel Aviv.
0047-2-D38	155-156	דף לוואי של תפן — מכתב הברכה המקורי של הרצל לגוסטב כהן, 1900	n.d. [1990s]	archival_note	de, he, en	Tefen Open Museum		Tefen; Hamburg	Theodor Herzl; Gustav G. Cohen	דף נייר מכתבים/פקס של פארק התעשייה תפן ועליו רישום: "מקור — גוסטב כהן... מכתב ברכה מאת ת. הרצל... 1900" — דף לוואי למכתב הרצל אל גוסטב ג. כהן (ליום הולדתו ה-70, 17.2.1900). מכתב הרצל המקורי עצמו אינו בין העמודים הסרוקים של תיק זה.	Briefkopf-/Faxblatt des Industrieparks Tefen mit Vermerk "ORIGINAL GUSTAV COHN... WUNSCHBRIEF VON T. HERZL... 1900" — Begleitblatt zum Herzl-Brief an Gustav G. Cohen (zum 70. Geburtstag, 17.2.1900). Das Herzl-Original selbst befindet sich nicht unter den gescannten Seiten dieses Ordners.	Tefen Industrial Park letterhead/fax sheet annotated "ORIGINAL GUSTAV COHN... congratulatory letter from T. Herzl... 1900" — a cover sheet for the Herzl letter to Gustav G. Cohen (for his 70th birthday, 17 February 1900). The Herzl original itself is not among the scanned pages of this folder.	false	Administrative/provenance note.	The Herzl letter and its 1950 covering letter (D39) are described on the register card as kept together in an envelope.
0047-2-D39	157-158	מכתב מהארכיון הציוני המרכזי — השבת מכתב הרצל המקורי לגוסטב ג. כהן	[1950 per register]	letter	de	[Dr. Georg Herlitz], Zionist Central Archives	Leonie Frank (Kfar Shmaryahu)	Jerusalem; Hamburg; Merchavia; Ein-Gev	Theodor Herzl; Gustav G. Cohen; Georg Herlitz(?); Leonie Frank	מכתב מהארכיון הציוני המרכזי, ירושלים, אל לאוני פרנק בכפר שמריהו: השתתפות בצער על רגלה השבורה (לכותב אירעה תאונה זהה); התעניינות במעבר משפחת בתה הבכורה (מרחביה/עין-גב); כהיענות לבקשותיה הוא משיב לה את תמונת המשפחה ואת מכתבו המקורי של הרצל אל גוסטב ג. כהן בהמבורג בצירוף אישור מקוריות; מתארך אותו במדויק — יום הולדתו ה-70 של כהן חל ב-17 בפברואר 1900; ומבקש לדעת מאיזה מקור הגיע אליה המכתב (בארכיון מצוי העתק).	Brief der Zionistischen Zentralarchive, Jerusalem, an Leonie Frank in Kfar Shmaryahu: Anteilnahme am gebrochenen Fuß (dem Schreiber passierte genau derselbe Unfall); Interesse an der Veränderung im Leben ihrer älteren Tochter (Merchavia/Ein-Gev); ihren Wünschen entsprechend sendet er ihr das Familienbild und den Originalbrief Herzls an Gustav G. Cohen in Hamburg mit einer Bestätigung zurück; er datiert ihn genau — Cohens 70. Geburtstag war am 17. Februar 1900 — und bittet um Angabe der Quelle, aus der sie den Brief erhalten hat (das Archiv besitzt eine Kopie).	Letter from the Zionist Central Archives, Jerusalem, to Leonie Frank in Kfar Shmaryahu: sympathy over her broken foot (the writer had the identical accident); interest in her elder daughter's family move (Merchavia/Ein-Gev); complying with her wishes he returns the family picture and the original Herzl letter to Gustav G. Cohen in Hamburg together with a written authentication; he dates it precisely — Cohen's 70th birthday fell on 17 February 1900 — and asks from what source she obtained the letter (the archive holds a copy).	false	Archival transaction within Israel about a Zionist relic; no post-war engagement with the German home town itself.	Register: covering letter from Dr. G. Herlitz, Zionist Central Archives, 1950, accompanying the original Herzl letter; both kept in one envelope. Gustav G. Cohen of Hamburg was presumably a family forebear — worth checking against the Landsberg/Frank genealogy. p.158 blank.
