doc_id	page_no	tesseract_grade	script	hand_kind	layout	legibility	route	why	note
0422-3__0422-S16	296	mixed	mixed	latin	single	good	gemini	printed body with handwriting on it	Typewritten letter with handwritten corrections and annotations in Latin cursive.
0422-3__0422-S16	297	mixed	print		two-column	good	gemini	print, graded mixed	Two pages of a printed booklet are shown side-by-side with a central gutter.
0422-3__0422-S18	312	clean	print		single	good	keep	clean print, Tesseract confidence 0.955	A single coin in a small plastic bag is taped to the page.
0422-3__0422-S18	313	poor	print		mostly-image	good	gemini	print, graded poor	This is a book or brochure cover with a large historical city illustration and stylized printed title text.
0422-3__0422-S18	314	clean	typescript		single	good	keep	clean print, Tesseract confidence 0.948	A clean typewritten letter on official letterhead from the city of Schwäbisch Hall.
0422-3__0422-S18	315	clean	typescript		single	good	keep	clean print, Tesseract confidence 0.949	Page 2 of a typewritten document in German.
0422-3__0422-S18	316	clean	typescript		single	good	keep	clean print, Tesseract confidence 0.955	Clean typewritten page with page number at the top.
0422-3__0422-S18	317	clean	typescript		single	good	keep	clean print, Tesseract confidence 0.956	A clean, single-page typewritten report with page number 4 at the top.
0422-3__0422-S18	318	clean	typescript		single	good	keep	clean print, Tesseract confidence 0.955	Clean typewritten page with page number at the top.
0422-3__0422-S18	319	clean	typescript		single	good	keep	clean print, Tesseract confidence 0.95	A clean page of typewritten German text.
0422-3__0422-S18	320	clean	typescript		single	good	keep	clean print, Tesseract confidence 0.951	Clean typewritten page with page number at the top.
0422-3__0422-S18	321	clean	typescript		single	good	keep	clean print, Tesseract confidence 0.953	This is a clean typewritten page with a single column of text.
0422-3__0422-S18	322	clean	mixed	latin	single	good	gemini	printed body with handwriting on it	Typewritten page with a handwritten signature by Karl Friedrich Binder.
0422-3__0422-S18	323	mixed	typescript		two-column	good	gemini	typescript, graded mixed	Typewritten list of names and locations organized by country.
0422-3__0422-S18	324	mixed	typescript		two-column	good	gemini	typescript, graded mixed	Typewritten list of names and locations organized by country.
0422-3__0422-S18	325	mixed	typescript		two-column	good	gemini	typescript, graded mixed	Page 3 of a list of names and locations, organized by country headings.
0422-3__0422-S18	326	mixed	typescript		two-column	good	gemini	typescript, graded mixed	A list of names and locations organized by country headings.
0422-3__0422-S18	327	mixed	typescript		two-column	good	gemini	typescript, graded mixed	A list of names and locations organized by country headings.
0422-3__0422-S18	328	mixed	typescript		two-column	good	gemini	typescript, graded mixed	A typewritten list of names and locations organized in columns.
0422-3__0422-S18	329	mixed	typescript		two-column	good	gemini	typescript, graded mixed	The page is a typewritten list of names and locations organized in two columns.
0422-3__0422-S18	330	mixed	typescript		two-column	good	gemini	typescript, graded mixed	The page contains a list of names and addresses, organized by state/region.
0422-3__0422-S18	331	mixed	typescript		two-column	good	gemini	typescript, graded mixed	The page contains a two-column list of names and locations.
0422-3__0422-S18	332	mixed	typescript		two-column	good	gemini	typescript, graded mixed	Page is a typewritten list of names and addresses.
0422-3__0422-S18	333	mixed	typescript		two-column	good	gemini	typescript, graded mixed	A list of names and locations with maiden names indicated by 'geb.'
0422-3__0422-S18	334	mixed	typescript		two-column	good	gemini	typescript, graded mixed	Page appears to be a list of names and locations, typewritten with a visible bleed-through from the reverse side.
0422-3__0422-S18	335	mixed	mixed	latin	single	good	gemini	printed body with handwriting on it	Typewritten letter with a handwritten signature and a faint GOHRSMÜHLE watermark in the center background.
0422-3__0422-S18	336	mixed	print		mostly-image	good	gemini	print, graded mixed	Brochure cover with line drawings of historical buildings.
0422-3__0422-S18	337	mixed	print		multi-column	good	gemini	print, graded mixed	The page contains two columns of dense print text on the left and a large illustrated map on the right.
0422-3__0422-S18	338	mixed	print		mostly-image	good	gemini	print, graded mixed	A woodcut-style engraving of the city with accompanying printed text column on the right.
0422-3__0422-S18	339	clean	print		multi-column	good	keep	clean print, Tesseract confidence 0.946	Three-column printed brochure with slight curvature at the center gutter.
0422-3__0422-S18	340	mixed	print		mostly-image	good	gemini	print, graded mixed	A tourist map of a city with numbered points of interest and a legend.
0422-3__0422-S18	341	mixed	print		mostly-image	good	gemini	print, graded mixed	A map of a historic town with a dense two-column legend on the left.
0422-3__0422-S18	342	clean	print		multi-column	good	keep	clean print, Tesseract confidence 0.937	A brochure page featuring an illustrated city map and three columns of descriptive text.
0422-3__0422-S18	343	clean	print		multi-column	good	keep	clean print, Tesseract confidence 0.949	Text is organized in three columns with a map in the upper right.
0422-3__0422-S18	344	mixed	mixed	latin	single	good	gemini	printed body with handwriting on it	Letterhead is printed; main body is typescript; page number is handwritten.
0422-3__0422-S18	345	mixed	print		multi-column	good	gemini	print, graded mixed	Standard multi-column newspaper layout with photographs.
0422-3__0422-S18	346	poor					gemini	print, graded poor	
0422-3__0422-S18	347	mixed	print		multi-column	good	gemini	print, graded mixed	A full newspaper page containing multiple articles, photographs, and a weather map.
0422-3__0422-S18	348	mixed	print		multi-column	good	gemini	print, graded mixed	A full newspaper page containing several articles and three large photographs with captions.
0422-3__0422-S18	349	mixed	print		multi-column	good	gemini	print, graded mixed	A full newspaper page with several photographs and dense multi-column printed text.
0422-3__0422-S18	350	mixed	print		multi-column	good	gemini	print, graded mixed	A full newspaper page with two photos and multiple articles.
0422-3__0422-S18	351	mixed	print		multi-column	good	gemini	print, graded mixed	A newspaper page clipping with several articles and three photographs with captions.
0422-3__0422-S18	352	mixed	print		multi-column	good	gemini	print, graded mixed	A full newspaper page with several articles and photographs.
0422-3__0422-S18	353	mixed	print		multi-column	good	gemini	print, graded mixed	Newspaper page with many small advertisements and varying font sizes.
0422-3__0422-S18	354	mixed	print		mostly-image	good	gemini	print, graded mixed	A printed map of Schwäbisch Hall from 1927 with an extensive street index and legend at the bottom.
0422-3__0422-S18	355	mixed	print		mostly-image	good	gemini	print, graded mixed	A title page with an illustration and a few lines of printed text.
0444-3__0444-D01	6	mixed	mixed	latin	single	good	gemini	printed body with handwriting on it	Letterhead is printed; body text is typewritten; a few small handwritten marks in Latin script.
0444-3__0444-D01	7	mixed	mixed	latin	single	good	gemini	printed body with handwriting on it	A typewritten letter with a handwritten signature and initialing.
0444-3__0444-D02	5	poor	handwriting	hebrew	single	faded	transkribus	handwritten (hebrew)	A few lines of Hebrew handwriting and the year 1964; the ink is very light/faded.
0444-3__0444-D03	25	mixed	mixed	latin	single	good	gemini	printed body with handwriting on it	A typewritten letter with a handwritten signature and a handwritten receipt note circled at the bottom.
0444-3__0444-D03	26	mixed	mixed	latin	single	good	gemini	printed body with handwriting on it	Mainly typewritten text with a handwritten stamp and date annotation.
0444-3__0444-D03	27	clean	mixed	latin	single	good	gemini	printed body with handwriting on it	A typewritten text with a handwritten signature at the bottom.
0444-3__0444-D03	28	poor	handwriting	hebrew	single	good	transkribus	handwritten (hebrew)	A few lines of Hebrew handwriting with the date 1985 and a name in Latin script (Mechtild).
0444-3__0444-D03	29	clean	mixed	latin	single	good	gemini	printed body with handwriting on it	Typewritten letter with two small handwritten numerals at the top.
0444-3__0444-D03	30	poor	handwriting	latin	single	faded	transkribus	handwritten (latin)	A few lines of handwritten Hebrew and Latin script, possibly a bibliographical citation.
0444-3__0444-D03	31	mixed	typescript	latin	single	good	gemini	typescript, graded mixed	Page number 51 is handwritten in the top right corner.
0444-3__0444-D03	32	mixed	mixed	latin	single	good	gemini	printed body with handwriting on it	A dense typewritten page with significant handwritten annotations in Latin script at the bottom.
0444-3__0444-D03	33	mixed	mixed	latin	single	good	gemini	printed body with handwriting on it	Title page of a book with library stamps and several handwritten shelf marks or annotations.
0444-3__0444-D04	8	mixed	print		mostly-image	good	gemini	print, graded mixed	Text includes decorative fraktur and standard print captions identifying the statues.
0444-3__0444-D04	9	mixed	print		single	good	gemini	print, graded mixed	A blank vintage postcard with printed information about the Luther Memorial in Worms.
0444-3__0444-D04	10	poor	handwriting	hebrew	single	good	transkribus	handwritten (hebrew)	Includes Latin script names (Henry Huttenbach, Karl Schlosser) within the Hebrew handwriting.
0444-3__0444-D04	11	clean	mixed	latin	single	good	gemini	printed body with handwriting on it	Typewritten letter with multiple handwritten corrections and insertions in Latin script.
0444-3__0444-D04	12	clean	mixed	latin	single	good	gemini	printed body with handwriting on it	Typewritten text with several manual corrections and a handwritten signature.
0444-3__0444-D04	13	poor	handwriting	hebrew	single	good	transkribus	handwritten (hebrew)	Handwritten Hebrew text with a signature in Latin script (Karl Schloesser).
0444-3__0444-D04	14	mixed	mixed	latin	montage	good	gemini	printed body with handwriting on it	Two separate documents (denazification certificates) are scanned together; both contain printed headers and typewritten content with handwritten signatures and 
0444-3__0444-D04	15	poor	handwriting	hebrew	single	good	transkribus	handwritten (hebrew)	Text contains Hebrew handwriting and Latin characters for 'Worms' and 'G.F. 0444/3'
0444-3__0444-D04	16	clean	mixed	latin	single	good	gemini	printed body with handwriting on it	Typewritten letter with several handwritten corrections and a handwritten postscript at the bottom.
0444-3__0444-D04	17	mixed	mixed	hebrew	single	good	gemini	printed body with handwriting on it	The page is a typescript letter with a Hebrew handwritten annotation at the top.
0444-3__0444-D04	18	mixed	mixed	latin	single	good	gemini	printed body with handwriting on it	Typewritten letter with a handwritten signature.
0444-3__0444-D04	19	mixed	mixed	hebrew	single	good	gemini	printed body with handwriting on it	Typewritten letter with Hebrew handwritten annotations at the top.
0444-3__0444-D04	20	clean	typescript	latin	single	good	keep	clean print, Tesseract confidence 0.92	The document is a typewritten letter with a handwritten signature and a small handwritten page number at the top left.
0444-3__0444-D04	21	poor	handwriting	hebrew	single	good	transkribus	handwritten (hebrew)	The page contains Hebrew handwriting with some modern Latin characters for dates and reference numbers.
0444-3__0444-D04	22	poor	handwriting	hebrew	single	faded	transkribus	handwritten (hebrew)	A few lines of handwritten Hebrew text with a date '1985' at the top.
0444-3__0444-D04	23	mixed	mixed	latin	single	good	gemini	printed body with handwriting on it	Typewritten letter with red circle and handwritten corrections in blue ink.
0444-3__0444-D04	24	mixed	typescript		single	bleed-through	gemini	typescript, graded mixed	Significant bleed-through from text on the reverse side of the page.
0444-3__0444-D05	225	mixed	mixed	latin	multi-column	good	gemini	printed body with handwriting on it	A newspaper clipping with blue handwritten date and source annotation in the upper right margin.
0444-3__0444-D05	226	clean	print		mostly-image	good	keep	clean print, Tesseract confidence 0.941	Clipping from a newspaper or brochure including a photo and descriptive text.
0444-3__0444-D05	227	clean	print		multi-column	good	keep	clean print, Tesseract confidence 0.93	A newspaper clipping with text arranged in columns around an image.
0444-3__0444-D05	228	clean	mixed	latin	multi-column	good	gemini	printed body with handwriting on it	A newspaper page with printed text, three photographs with captions, and a handwritten date in the top right corner.
0444-3__0444-D05	229	clean	print		multi-column	good	keep	clean print, Tesseract confidence 0.93	A newspaper page with five columns of printed text and two portrait photographs.
0444-3__0444-D05	230	poor	print		multi-column	good	gemini	print, graded poor	Hebrew text in three columns with one central photograph.
0444-3__0444-D05	231	poor	print		two-column	good	gemini	print, graded poor	A page with two main articles, each featuring a photograph and sidebars with seasonal greetings.
0444-3__0444-D05	232	clean	mixed		montage	good	gemini	printed body with handwriting on it	A newspaper clipping with a typewritten header pasted onto a sheet of paper.
0444-3__0444-D05	233	clean	print		mostly-image	good	keep	clean print, Tesseract confidence 0.903	A single newspaper clipping with a photograph and a short caption.
0444-3__0444-D05	234	mixed	mixed	latin	multi-column	good	gemini	printed body with handwriting on it	A newspaper clipping with a small typewritten annotation at the top.
0444-3__0444-D05	235	clean	mixed	latin	multi-column	good	gemini	printed body with handwriting on it	Clipping from a newspaper with a handwritten date and archive code.
0444-3__0444-D05	236	clean	print		multi-column	good	keep	clean print, Tesseract confidence 0.942	A newspaper clipping from the Wormser Zeitung, December 7, 1982.
0444-3__0444-D05	237	clean	mixed	latin	multi-column	good	gemini	printed body with handwriting on it	A newspaper page with handwritten annotations at the top and a photograph with a caption at the bottom.
0444-3__0444-D05	238	clean	mixed	latin	multi-column	good	gemini	printed body with handwriting on it	A newspaper clipping with four columns of text and a film schedule; it has blue and red handwritten annotations in the top left margin.
0444-3__0444-D05	239	clean	print		multi-column	good	keep	clean print, Tesseract confidence 0.941	Several newspaper clippings or articles on a single page, including one photograph with a caption.
0444-3__0444-D05	240	clean	mixed	latin	multi-column	good	gemini	printed body with handwriting on it	Newspaper clipping with handwritten publication details at the top.
0444-3__0444-D05	241	clean	print		multi-column	good	keep	clean print, Tesseract confidence 0.91	A single newspaper page with multiple columns of printed text and large headlines.
0444-3__0444-D05	242	clean	print		multi-column	good	keep	clean print, Tesseract confidence 0.936	A full newspaper page containing multiple articles and a large political advertisement for the SPD.
0444-3__0444-D05	243	clean	print		multi-column	good	keep	clean print, Tesseract confidence 0.938	Standard German newspaper layout with multiple articles and two photographs.
0444-3__0444-D05	244	clean	print		multi-column	good	keep	clean print, Tesseract confidence 0.94	Standard newspaper page layout with four columns of text and three photographs.
0444-3__0444-D05	245	clean					keep	clean print, Tesseract confidence 0.938	
0444-3__0444-D05	246	mixed	print		multi-column	good	gemini	print, graded mixed	A newspaper page featuring an article and several book advertisements with associated imagery.
0444-3__0444-D05	247	mixed	print		multi-column	good	gemini	print, graded mixed	A newspaper page featuring an article with a large portrait photo and an advertisement section at the bottom.
0444-3__0444-D10	249	poor	print		montage	low-contrast	gemini	print, graded poor	A photo of a cemetery montage with a photo of a memorial plaque containing a dense list of names.
0444-3__0444-D10	250	poor	mixed	latin	montage	good	gemini	printed body with handwriting on it	Clippings in Hebrew, German, and English are pasted at various angles; includes one date in handwriting.
0444-3__0444-D10	251	poor	handwriting	latin	two-column	good	transkribus	handwritten (latin)	Modern German longhand script across two notebook pages.
0444-3__0444-D10	252	poor	handwriting	latin	single	good	transkribus	handwritten (latin)	A notebook spread with dense Latin longhand; the central gutter is very tight and shadows the text.
