page_no	chars	conf	script	modality	engine	needs_escalation	text_file
385	3379	0.941	latin	print	tesseract	no	ocr_tesseract/0385.txt
386	3543	0.938	latin	print	tesseract	no	ocr_tesseract/0386.txt
387	2025	0.920	latin	print	tesseract	no	ocr_tesseract/0387.txt
388	1924	0.864	latin	print	tesseract	no	ocr_tesseract/0388.txt
389	3332	0.941	latin	print	tesseract	no	ocr_tesseract/0389.txt
390	4194	0.950	latin	print	tesseract	no	ocr_tesseract/0390.txt
391	1673	0.929	latin	print	tesseract	no	ocr_tesseract/0391.txt
392	2287	0.943	latin	print	tesseract	no	ocr_tesseract/0392.txt
393	2098	0.949	latin	print	tesseract	no	ocr_tesseract/0393.txt
394	1673	0.945	latin	print	tesseract	no	ocr_tesseract/0394.txt
395	1536	0.945	latin	print	tesseract	no	ocr_tesseract/0395.txt
396	1197	0.933	latin	print	tesseract	no	ocr_tesseract/0396.txt
397	2309	0.952	latin	print	tesseract	no	ocr_tesseract/0397.txt
398	3515	0.954	latin	print	tesseract	no	ocr_tesseract/0398.txt
399	3071	0.959	latin	print	tesseract	no	ocr_tesseract/0399.txt
400	2428	0.906	latin	print	tesseract	no	ocr_tesseract/0400.txt
401	2250	0.952	latin	print	tesseract	no	ocr_tesseract/0401.txt
402	3290	0.865	latin	print	tesseract	no	ocr_tesseract/0402.txt
403	453	0.705	latin	print_degraded	tesseract	no	ocr_tesseract/0403.txt
404	1453	0.925	latin	print	tesseract	no	ocr_tesseract/0404.txt
