page_no	chars	conf	script	modality	engine	needs_escalation	text_file
372	2401	0.892	latin	print	tesseract	no	ocr_tesseract/0372.txt
373	2430	0.911	latin	print	tesseract	no	ocr_tesseract/0373.txt
374	2248	0.899	latin	print	tesseract	no	ocr_tesseract/0374.txt
375	644	0.432	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0375.txt
376	2137	0.846	latin	print	tesseract	no	ocr_tesseract/0376.txt
377	86	0.471	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0377.txt
378	1905	0.787	latin	print	tesseract	no	ocr_tesseract/0378.txt
379	2043	0.922	latin	print	tesseract	no	ocr_tesseract/0379.txt
380	1493	0.839	latin	print	tesseract	no	ocr_tesseract/0380.txt
381	1587	0.900	latin	print	tesseract	no	ocr_tesseract/0381.txt
382	2493	0.898	latin	print	tesseract	no	ocr_tesseract/0382.txt
383	2135	0.857	latin	print	tesseract	no	ocr_tesseract/0383.txt
384	2093	0.757	latin	print	tesseract	no	ocr_tesseract/0384.txt
385	2179	0.927	latin	print	tesseract	no	ocr_tesseract/0385.txt
386	2075	0.847	latin	print	tesseract	no	ocr_tesseract/0386.txt
387	2374	0.912	latin	print	tesseract	no	ocr_tesseract/0387.txt
388	2203	0.823	latin	print	tesseract	no	ocr_tesseract/0388.txt
389	2016	0.806	latin	print	tesseract	no	ocr_tesseract/0389.txt
390	1878	0.807	latin	print	tesseract	no	ocr_tesseract/0390.txt
391	2208	0.828	latin	print	tesseract	no	ocr_tesseract/0391.txt
392	2212	0.917	latin	print	tesseract	no	ocr_tesseract/0392.txt
393	2080	0.892	latin	print	tesseract	no	ocr_tesseract/0393.txt
394	1969	0.872	latin	print	tesseract	no	ocr_tesseract/0394.txt
395	1848	0.920	latin	print	tesseract	no	ocr_tesseract/0395.txt
396	1847	0.891	latin	print	tesseract	no	ocr_tesseract/0396.txt
